Amendments,Approved CommonName,BestHarvest,BestPlantingDates,ColorRGB,CommonName,Cultivar,Description,Emoji,Family,FruitName,Genus,GreenhouseInstructions,GrowingAdvice,GrowingDays,Harvest,OptimalZones,Pests,Ripeness,SoilConditions,SoilInfo,TransplantAge,USDAZoneList,WeatherTolerance,ioscolor
Incorporate compost; side‑dress as needed.,Iceberg (Lettuce),"{""2"": [1, 2, 3, 4, 5, 6, 7, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52], ""3"": [1, 2, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52], ""4"": [1, 2, 3, 4, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52], ""5"": [1, 2, 3, 4, 5, 6, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52], ""6"": [1, 2, 3, 4, 5, 6, 7, 8, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52], ""7"": [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 45, 46, 47, 48, 49, 50, 51, 52], ""8"": [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 47, 48, 49, 50, 51, 52], ""9"": [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 49, 50, 51, 52]}","{""2"": [12, 13, 14, 15, 16, 17, 34, 35, 36, 37, 38, 39], ""3"": [15, 16, 17, 18, 19, 20, 29, 30, 31, 32, 33, 34], ""4"": [13, 14, 15, 16, 17, 18, 31, 32, 33, 34, 35, 36], ""5"": [12, 13, 14, 15, 16, 17, 33, 34, 35, 36, 37, 38], ""6"": [10, 11, 12, 13, 14, 15, 35, 36, 37, 38, 39, 40], ""7"": [8, 9, 10, 11, 12, 13, 37, 38, 39, 40, 41, 42], ""8"": [6, 7, 8, 9, 10, 11, 39, 40, 41, 42, 43, 44], ""9"": [4, 5, 6, 7, 8, 9, 41, 42, 43, 44, 45, 46]}","110,180,100",Iceberg Lettuce,Iceberg,Lettuce crop.,🥬,Asteraceae,Lettuce,Lactuca,Start indoors if season is short.,Follow standard regional recommendations.,56-140,Head types at firm head; leaf types by baby to full size; harvest early morning.,"2,3,4,5,6,7,8,9","Aphids, beetles; diseases vary by region.","Heads: firm but not splitting; outer leaves crisp. Leaf: harvest at desired size; avoid bitterness/bolting (elongated stem, latex taste). Crisphead: head firm and heavy for size; slight wrapper leaf looseness; avoid split centers—harvest before overripeness.",Retain water,"Fertile, well‑drained loam; pH ~6.0–7.0.",,"[2, 3, 4, 5, 6, 7, 8, 9]","Cool,Cold,Wet",LettuceButtercrunch110180100
Incorporate compost; side‑dress as needed.,Oak Leaf (Lettuce),"{""2"": [1, 2, 3, 4, 5, 6, 7, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52], ""3"": [1, 2, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52], ""4"": [1, 2, 3, 4, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52], ""5"": [1, 2, 3, 4, 5, 6, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52], ""6"": [1, 2, 3, 4, 5, 6, 7, 8, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52], ""7"": [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 45, 46, 47, 48, 49, 50, 51, 52], ""8"": [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 47, 48, 49, 50, 51, 52], ""9"": [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 49, 50, 51, 52]}","{""2"": [12, 13, 14, 15, 16, 17, 34, 35, 36, 37, 38, 39], ""3"": [15, 16, 17, 18, 19, 20, 29, 30, 31, 32, 33, 34], ""4"": [13, 14, 15, 16, 17, 18, 31, 32, 33, 34, 35, 36], ""5"": [12, 13, 14, 15, 16, 17, 33, 34, 35, 36, 37, 38], ""6"": [10, 11, 12, 13, 14, 15, 35, 36, 37, 38, 39, 40], ""7"": [8, 9, 10, 11, 12, 13, 37, 38, 39, 40, 41, 42], ""8"": [6, 7, 8, 9, 10, 11, 39, 40, 41, 42, 43, 44], ""9"": [4, 5, 6, 7, 8, 9, 41, 42, 43, 44, 45, 46]}","110,180,100",Oak Leaf Lettuce,Oak Leaf,Lettuce crop.,🥬,Asteraceae,Lettuce,Lactuca,Start indoors if season is short.,Follow standard regional recommendations.,56-140,Head types at firm head; leaf types by baby to full size; harvest early morning.,"2,3,4,5,6,7,8,9","Aphids, beetles; diseases vary by region.","Heads: firm but not splitting; outer leaves crisp. Leaf: harvest at desired size; avoid bitterness/bolting (elongated stem, latex taste). Leaf lettuce: harvest outer leaves at 15–25 cm; avoid bitterness/bolting; frequent cuttings encourage new growth.",Retain water,"Fertile, well‑drained loam; pH ~6.0–7.0.",,"[2, 3, 4, 5, 6, 7, 8, 9]","Cool,Cold,Wet",LettuceButtercrunch110180100
Incorporate compost; side‑dress as needed.,Red Sails (Lettuce),"{""2"": [1, 2, 3, 4, 5, 6, 7, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52], ""3"": [1, 2, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52], ""4"": [1, 2, 3, 4, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52], ""5"": [1, 2, 3, 4, 5, 6, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52], ""6"": [1, 2, 3, 4, 5, 6, 7, 8, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52], ""7"": [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 45, 46, 47, 48, 49, 50, 51, 52], ""8"": [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 47, 48, 49, 50, 51, 52], ""9"": [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 49, 50, 51, 52]}","{""2"": [12, 13, 14, 15, 16, 17, 34, 35, 36, 37, 38, 39], ""3"": [15, 16, 17, 18, 19, 20, 29, 30, 31, 32, 33, 34], ""4"": [13, 14, 15, 16, 17, 18, 31, 32, 33, 34, 35, 36], ""5"": [12, 13, 14, 15, 16, 17, 33, 34, 35, 36, 37, 38], ""6"": [10, 11, 12, 13, 14, 15, 35, 36, 37, 38, 39, 40], ""7"": [8, 9, 10, 11, 12, 13, 37, 38, 39, 40, 41, 42], ""8"": [6, 7, 8, 9, 10, 11, 39, 40, 41, 42, 43, 44], ""9"": [4, 5, 6, 7, 8, 9, 41, 42, 43, 44, 45, 46]}","200,30,30",Red Sails Lettuce,Red Sails,Lettuce crop.,🥬,Asteraceae,Lettuce,Lactuca,Start indoors if season is short.,Follow standard regional recommendations.,56-140,Head types at firm head; leaf types by baby to full size; harvest early morning.,"2,3,4,5,6,7,8,9","Aphids, beetles; diseases vary by region.","Heads: firm but not splitting; outer leaves crisp. Leaf: harvest at desired size; avoid bitterness/bolting (elongated stem, latex taste). Leaf lettuce: harvest outer leaves at 15–25 cm; avoid bitterness/bolting; frequent cuttings encourage new growth.",Retain water,"Fertile, well‑drained loam; pH ~6.0–7.0.",,"[2, 3, 4, 5, 6, 7, 8, 9]","Cool,Cold,Wet",AmaranthRedAllredleaf2003030
Incorporate compost; side‑dress as needed.,Romaine (Lettuce),"{""2"": [1, 2, 3, 4, 5, 6, 7, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52], ""3"": [1, 2, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52], ""4"": [1, 2, 3, 4, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52], ""5"": [1, 2, 3, 4, 5, 6, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52], ""6"": [1, 2, 3, 4, 5, 6, 7, 8, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52], ""7"": [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 45, 46, 47, 48, 49, 50, 51, 52], ""8"": [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 47, 48, 49, 50, 51, 52], ""9"": [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 49, 50, 51, 52]}","{""2"": [12, 13, 14, 15, 16, 17, 34, 35, 36, 37, 38, 39], ""3"": [15, 16, 17, 18, 19, 20, 29, 30, 31, 32, 33, 34], ""4"": [13, 14, 15, 16, 17, 18, 31, 32, 33, 34, 35, 36], ""5"": [12, 13, 14, 15, 16, 17, 33, 34, 35, 36, 37, 38], ""6"": [10, 11, 12, 13, 14, 15, 35, 36, 37, 38, 39, 40], ""7"": [8, 9, 10, 11, 12, 13, 37, 38, 39, 40, 41, 42], ""8"": [6, 7, 8, 9, 10, 11, 39, 40, 41, 42, 43, 44], ""9"": [4, 5, 6, 7, 8, 9, 41, 42, 43, 44, 45, 46]}","110,180,100",Romaine Lettuce,Romaine,Lettuce crop.,🥬,Asteraceae,Lettuce,Lactuca,Start indoors if season is short.,Follow standard regional recommendations.,56-140,Head types at firm head; leaf types by baby to full size; harvest early morning.,"2,3,4,5,6,7,8,9","Aphids, beetles; diseases vary by region.","Heads: firm but not splitting; outer leaves crisp. Leaf: harvest at desired size; avoid bitterness/bolting (elongated stem, latex taste). Romaine: cut when head is tall and dense but before tipburn; ribs crisp; slight ‘give’ when squeezed.",Retain water,"Fertile, well‑drained loam; pH ~6.0–7.0.",,"[2, 3, 4, 5, 6, 7, 8, 9]","Cool,Cold,Wet",LettuceButtercrunch110180100
Incorporate compost; side‑dress as needed.,Cantaloupe (Cucumber/Melon),"{""4"": [36, 37, 38, 39, 40, 41, 42, 43], ""5"": [35, 36, 37, 38, 39, 40, 41, 42], ""6"": [33, 34, 35, 36, 37, 38, 39, 40], ""7"": [31, 32, 33, 34, 35, 36, 37, 38], ""8"": [29, 30, 31, 32, 33, 34, 35, 36], ""9"": [27, 28, 29, 30, 31, 32, 33, 34]}","{""4"": [20, 21, 22, 23], ""5"": [19, 20, 21, 22], ""6"": [17, 18, 19, 20], ""7"": [15, 16, 17, 18], ""8"": [13, 14, 15, 16], ""9"": [11, 12, 13, 14]}","242,190,114",Cantaloupe Cantaloupe,Cantaloupe,Melon crop.,🍈,Cucurbitaceae,Cantaloupe,Cucumis,Start indoors if season is short.,Follow standard regional recommendations.,112-140,Harvest at full netting and sweet aroma; ‘full slip’ from stem.,"4,5,6,7,8,9","Aphids, beetles; diseases vary by region.","Full netting, background turns tan; strong aroma. At ‘full slip’ the stem separates cleanly with light pressure. Avoid green under‑color or weak netting. Netted melon: full netting, tan under‑color, strong aroma; ‘full slip’ from stem with gentle lift.",Retain water,"Fertile, well‑drained loam; pH ~6.0–7.0.",,"[4, 5, 6, 7, 8, 9]","Hot,Drought,Dry,Tropical",Cantaloupe242190114
Incorporate compost; side‑dress as needed.,Honeydew (Cucumber/Melon),"{""4"": [36, 37, 38, 39, 40, 41, 42, 43], ""5"": [35, 36, 37, 38, 39, 40, 41, 42], ""6"": [33, 34, 35, 36, 37, 38, 39, 40], ""7"": [31, 32, 33, 34, 35, 36, 37, 38], ""8"": [29, 30, 31, 32, 33, 34, 35, 36], ""9"": [27, 28, 29, 30, 31, 32, 33, 34]}","{""4"": [20, 21, 22, 23], ""5"": [19, 20, 21, 22], ""6"": [17, 18, 19, 20], ""7"": [15, 16, 17, 18], ""8"": [13, 14, 15, 16], ""9"": [11, 12, 13, 14]}","200,235,190",Honey Dew Mellon,Honeydew,Melon crop.,🍈,Cucurbitaceae,Melon,Cucumis,Start indoors if season is short.,Follow standard regional recommendations.,112-140,Pick at full size with waxy bloom and slight spring at blossom end; may slip slightly.,"4,5,6,7,8,9","Aphids, beetles; diseases vary by region.","Full netting, background turns tan; strong aroma. At ‘full slip’ the stem separates cleanly with light pressure. Avoid green under‑color or weak netting. Smooth melon: waxy bloom, background turns creamy; slight spring at blossom end; subtle aroma; do not wait for full slip.",Retain water,"Fertile, well‑drained loam; pH ~6.0–7.0.",,"[4, 5, 6, 7, 8, 9]","Hot,Drought,Dry,Tropical",Honeydew200235190
Incorporate compost; side‑dress as needed.,Watermelon,"{""4"": [36, 37, 38, 39, 40, 41, 42, 43], ""5"": [35, 36, 37, 38, 39, 40, 41, 42], ""6"": [33, 34, 35, 36, 37, 38, 39, 40], ""7"": [31, 32, 33, 34, 35, 36, 37, 38], ""8"": [29, 30, 31, 32, 33, 34, 35, 36], ""9"": [27, 28, 29, 30, 31, 32, 33, 34]}","{""4"": [20, 21, 22, 23], ""5"": [19, 20, 21, 22], ""6"": [17, 18, 19, 20], ""7"": [15, 16, 17, 18], ""8"": [13, 14, 15, 16], ""9"": [11, 12, 13, 14]}","234,54,60",Watermelon Watermelon,Watermelon,Watermelon crop.,🍉,Cucurbitaceae,Watermelon,Citrullus,Start indoors if season is short.,Follow standard regional recommendations.,112-140,"Cut when ground spot turns creamy yellow, tendril nearest fruit is brown, and deep thump sound.","4,5,6,7,8,9","Aphids, beetles; diseases vary by region.",Ground spot creamy yellow; tendril nearest fruit brown/dry; rind surface turns dull; hollow ‘thunk’ when tapped. Sugar ring visible on a cut sample. Avoid harvesting on bright white ground spot. Tendril nearest fruit brown/dry; ground spot creamy; rind dull; hollow thump; interior sugar ring on cut sample.,Retain water,"Fertile, well‑drained loam; pH ~6.0–7.0.",,"[4, 5, 6, 7, 8, 9]","Hot,Drought,Dry,Tropical",Watermelon2345460
Incorporate compost; side‑dress as needed.,Red Wethersfield (Onion/Leek/Shallot/Garlic),"{""3"": [23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46], ""4"": [21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48], ""5"": [20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50], ""6"": [18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52], ""7"": [1, 2, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 45, 46, 47, 48, 49, 50, 51, 52], ""8"": [1, 2, 3, 4, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 47, 48, 49, 50, 51, 52], ""9"": [1, 2, 3, 4, 5, 6, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 49, 50, 51, 52]}","{""3"": [15, 16, 17, 18, 19, 20, 29, 30, 31, 32, 33, 34], ""4"": [13, 14, 15, 16, 17, 18, 31, 32, 33, 34, 35, 36], ""5"": [12, 13, 14, 15, 16, 17, 33, 34, 35, 36, 37, 38], ""6"": [10, 11, 12, 13, 14, 15, 35, 36, 37, 38, 39, 40], ""7"": [8, 9, 10, 11, 12, 13, 37, 38, 39, 40, 41, 42], ""8"": [6, 7, 8, 9, 10, 11, 39, 40, 41, 42, 43, 44], ""9"": [4, 5, 6, 7, 8, 9, 41, 42, 43, 44, 45, 46]}","200,30,30",Red Wethersfield Leek,Red Wethersfield,Onion crop.,🧅,Amaryllidaceae,Leek,Allium,Start indoors if season is short.,Follow standard regional recommendations.,56-84,"Harvest when shanks reach 1–2"" diameter; mound soil to blanch earlier.","3,4,5,6,7,8,9","Aphids, beetles; diseases vary by region.","Shanks thick (2–5 cm), firm, and white portion long. No pithiness; leaves tight and green. Red onion: harvest when tops fall and skins set; color fully developed; cure until necks dry and tight.",Retain water,"Fertile, well‑drained loam; pH ~6.0–7.0.",,"[3, 4, 5, 6, 7, 8, 9]","Cool,Cold,Wet",AmaranthRedAllredleaf2003030
Incorporate compost; side‑dress as needed.,Sweet Spanish (Onion/Leek/Shallot/Garlic),"{""3"": [23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46], ""4"": [21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48], ""5"": [20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50], ""6"": [18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52], ""7"": [1, 2, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 45, 46, 47, 48, 49, 50, 51, 52], ""8"": [1, 2, 3, 4, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 47, 48, 49, 50, 51, 52], ""9"": [1, 2, 3, 4, 5, 6, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 49, 50, 51, 52]}","{""3"": [15, 16, 17, 18, 19, 20, 29, 30, 31, 32, 33, 34], ""4"": [13, 14, 15, 16, 17, 18, 31, 32, 33, 34, 35, 36], ""5"": [12, 13, 14, 15, 16, 17, 33, 34, 35, 36, 37, 38], ""6"": [10, 11, 12, 13, 14, 15, 35, 36, 37, 38, 39, 40], ""7"": [8, 9, 10, 11, 12, 13, 37, 38, 39, 40, 41, 42], ""8"": [6, 7, 8, 9, 10, 11, 39, 40, 41, 42, 43, 44], ""9"": [4, 5, 6, 7, 8, 9, 41, 42, 43, 44, 45, 46]}","170,200,140",Sweet Spanish Leek,Sweet Spanish,Onion crop.,🧅,Amaryllidaceae,Leek,Allium,Start indoors if season is short.,Follow standard regional recommendations.,56-84,"Harvest when shanks reach 1–2"" diameter; mound soil to blanch earlier.","3,4,5,6,7,8,9","Aphids, beetles; diseases vary by region.","Shanks thick (2–5 cm), firm, and white portion long. No pithiness; leaves tight and green. Sweet/storage onions: 50–80% top fall; necks tight; papery skins; cure 2–3 weeks with airflow.",Retain water,"Fertile, well‑drained loam; pH ~6.0–7.0.",,"[3, 4, 5, 6, 7, 8, 9]","Cool,Cold,Wet",AlliumAmericanflag170200140
Incorporate compost; side‑dress as needed.,White Sweet Spanish (Onion/Leek/Shallot/Garlic),"{""3"": [23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46], ""4"": [21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48], ""5"": [20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50], ""6"": [18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52], ""7"": [1, 2, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 45, 46, 47, 48, 49, 50, 51, 52], ""8"": [1, 2, 3, 4, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 47, 48, 49, 50, 51, 52], ""9"": [1, 2, 3, 4, 5, 6, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 49, 50, 51, 52]}","{""3"": [15, 16, 17, 18, 19, 20, 29, 30, 31, 32, 33, 34], ""4"": [13, 14, 15, 16, 17, 18, 31, 32, 33, 34, 35, 36], ""5"": [12, 13, 14, 15, 16, 17, 33, 34, 35, 36, 37, 38], ""6"": [10, 11, 12, 13, 14, 15, 35, 36, 37, 38, 39, 40], ""7"": [8, 9, 10, 11, 12, 13, 37, 38, 39, 40, 41, 42], ""8"": [6, 7, 8, 9, 10, 11, 39, 40, 41, 42, 43, 44], ""9"": [4, 5, 6, 7, 8, 9, 41, 42, 43, 44, 45, 46]}","240,240,235",White Sweet Spanish Leek,White Sweet Spanish,Onion crop.,🧅,Amaryllidaceae,Leek,Allium,Start indoors if season is short.,Follow standard regional recommendations.,56-84,"Harvest when shanks reach 1–2"" diameter; mound soil to blanch earlier.","3,4,5,6,7,8,9","Aphids, beetles; diseases vary by region.","Shanks thick (2–5 cm), firm, and white portion long. No pithiness; leaves tight and green. Sweet/storage onions: 50–80% top fall; necks tight; papery skins; cure 2–3 weeks with airflow.",Retain water,"Fertile, well‑drained loam; pH ~6.0–7.0.",,"[3, 4, 5, 6, 7, 8, 9]","Cool,Cold,Wet",AmaranthWhiteWhiteleaf240240235
Incorporate compost; side‑dress as needed.,Yellow Globe (Onion/Leek/Shallot/Garlic),"{""3"": [23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46], ""4"": [21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48], ""5"": [20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50], ""6"": [18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52], ""7"": [1, 2, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 45, 46, 47, 48, 49, 50, 51, 52], ""8"": [1, 2, 3, 4, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 47, 48, 49, 50, 51, 52], ""9"": [1, 2, 3, 4, 5, 6, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 49, 50, 51, 52]}","{""3"": [15, 16, 17, 18, 19, 20, 29, 30, 31, 32, 33, 34], ""4"": [13, 14, 15, 16, 17, 18, 31, 32, 33, 34, 35, 36], ""5"": [12, 13, 14, 15, 16, 17, 33, 34, 35, 36, 37, 38], ""6"": [10, 11, 12, 13, 14, 15, 35, 36, 37, 38, 39, 40], ""7"": [8, 9, 10, 11, 12, 13, 37, 38, 39, 40, 41, 42], ""8"": [6, 7, 8, 9, 10, 11, 39, 40, 41, 42, 43, 44], ""9"": [4, 5, 6, 7, 8, 9, 41, 42, 43, 44, 45, 46]}","245,220,60",Yellow Globe Leek,Yellow Globe,Onion crop.,🧅,Amaryllidaceae,Leek,Allium,Start indoors if season is short.,Follow standard regional recommendations.,56-84,"Harvest when shanks reach 1–2"" diameter; mound soil to blanch earlier.","3,4,5,6,7,8,9","Aphids, beetles; diseases vary by region.","Shanks thick (2–5 cm), firm, and white portion long. No pithiness; leaves tight and green. Sweet/storage onions: 50–80% top fall; necks tight; papery skins; cure 2–3 weeks with airflow.",Retain water,"Fertile, well‑drained loam; pH ~6.0–7.0.",,"[3, 4, 5, 6, 7, 8, 9]","Cool,Cold,Wet",AlliumYellowYellowglobe24522060
Incorporate compost; side‑dress as needed.,Hollow Crown (Carrot/Celery/Parsley family),"{""3"": [23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46], ""4"": [21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48], ""5"": [20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50], ""6"": [18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52], ""7"": [1, 2, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 45, 46, 47, 48, 49, 50, 51, 52], ""8"": [1, 2, 3, 4, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 47, 48, 49, 50, 51, 52]}","{""3"": [15, 16, 17, 18, 19, 20, 29, 30, 31, 32, 33, 34], ""4"": [13, 14, 15, 16, 17, 18, 31, 32, 33, 34, 35, 36], ""5"": [12, 13, 14, 15, 16, 17, 33, 34, 35, 36, 37, 38], ""6"": [10, 11, 12, 13, 14, 15, 35, 36, 37, 38, 39, 40], ""7"": [8, 9, 10, 11, 12, 13, 37, 38, 39, 40, 41, 42], ""8"": [6, 7, 8, 9, 10, 11, 39, 40, 41, 42, 43, 44]}","140,200,120",Hollow Crown Celery,Hollow Crown,Parsnip crop.,🥬,Apiaceae,Celery,Pastinaca,Start indoors if season is short.,Follow standard regional recommendations.,56-84,Harvest when stalks are full length and crisp; blanch if desired by shading.,"3,4,5,6,7,8","Aphids, beetles; diseases vary by region.",Stalks full length and crisp with good snap; hearts tight. Taste test for bitterness before harvest. Parsnip: >100 days; flavor improves after frost; roots firm and cream‑white; lift carefully in heavy soils.,Retain water,"Fertile, well‑drained loam; pH ~6.0–7.0.",,"[3, 4, 5, 6, 7, 8]","Cool,Cold,Wet",BeetchardChioggia140200120
