"Symbol","Scientific Name with Author","GSAT Common Name"
"SEPA10","Setaria parviflora (Poir.) Kerguélen","KNOTROOT BRISTLEGRASS"
"SEPA3","Senecio pattersonensis Hoover","Mono groundsel"
"SEPU8","Setaria pumila (Poir.) Roem. & Schult.","yellow bristlegrass"
"SEPUP2","Setaria pumila (Poir.) Roem. & Schult. ssp. pumila","yellow bristlegrass"
"SESC","Senecio scorzonella Greene","Sierra groundsel"
"SESE","Selaginella selaginoides (L.) P. Beauv. ex Mart. & Schrank","northern spikemoss"
"SESE2","Senecio serra Hook.","butterweed"
"SESES","Senecio serra Hook. var. serra","tall groundsel"
"SESP3","Senecio spartioides Torr. & A. Gray","broom groundsel"
"SESP4","Senecio sphaerocephalus Greene","marsh groundsel"
"SESUV","Sesuvium L.","seapurslane"
"SETAR","Setaria P. Beauv.","bristlegrass"
"SETR","Senecio triangularis Hook.","arrowleaf groundsel"
"SEUT","Selaginella utahensis Flowers","Utah spikemoss"
"SEVA4","Securigera varia (L.) Lassen","purple crownvetch"
"SEVE2","Sesuvium verrucosum Raf.","western seapurslane"
"SEVE3","Setaria verticillata (L.) P. Beauv.","bur bristlegrass"
"SEVI4","Setaria viridis (L.) P. Beauv.","GREEN BRISTLEGRASS"
"SEVIV","Setaria viridis (L.) P. Beauv. var. viridis","GREEN BRISTLEGRASS"
"SEVU","Senecio vulgaris L.","COMMON GROUNDSEL"
"SEVU2","Setaria vulpiseta (Lam.) Roem. & Schult.","plains bristlegrass"
"SEWA2","Selaginella watsonii Underw.","alpine spikemoss"
"SHAR","Shepherdia argentea (Pursh) Nutt.","silver buffaloberry"
"SHCA","Shepherdia canadensis (L.) Nutt.","russet buffaloberry"
"SHEPH","Shepherdia Nutt.","buffaloberry"
"SHRO","Shepherdia rotundifolia Parry","roundleaf buffaloberry"
"SIAC","Silene acaulis (L.) Jacq.","moss campion"
"SIACS2","Silene acaulis (L.) Jacq. var. subacaulescens (F.N. Williams) Fernald & H. St. John","moss campion"
"SIAL2","Sisymbrium altissimum L.","TUMBLEMUSTARD"
"SIAN2","Silene antirrhina L.","sleepy campion"
"SIAN3","Sisyrinchium angustifolium Mill.","narrowleaf blue-eyed grass"
"SIAR","Silene armeria L.","sweet william"
"SIAR4","Sinapis arvensis L.","wild mustard"
"SIBAR","Sibara Greene","winged rockcress"
"SIBBA","Sibbaldia L.","sibbaldia"
"SIBE","Sisyrinchium bellum S. Watson","western blue-eyed grass"
"SIBE4","Silene bernardina S. Watson","Palmer's campion"
"SIBEB","Silene bernardina S. Watson ssp. bernardina","Palmer's campion"
"SIBEM","Silene bernardina S. Watson ssp. maguirei Bocquet","Maguire's campion"
"SIBER","Silene bernardina S. Watson ssp. maguirei Bocquet var. rigidula (B.L. Rob.) Tiehm","mountain silene"
"SIBES","Silene bernardina S. Watson ssp. maguirei Bocquet var. sierrae (C.L. Hitchc. & Maguire) Bocquet","Palmer's campion"
"SICA3","Sidalcea candida A. Gray","white checkermallow"
"SICAG3","Sidalcea candida A. Gray var. glabrata C.L. Hitchc.","white checkermallow"
"SICL","Silene clokeyi C.L. Hitchc. & Maguire","Clokey's campion"
"SICO4","Silene conoidea L.","weed campion"
"SIDAL","Sidalcea A. Gray","checkermallow"
"SIDE","Sibara deserti (M.E. Jones) Rollins","desert winged rockcress"
"SIDE4","Sisyrinchium demissum Greene","dwarf blue-eyed grass"
"SIDO","Silene douglasii Hook.","Douglas' campion"
"SIDOD","Silene douglasii Hook. var. douglasii","Douglas' campion"
"SIDR","Silene drummondii Hook.","Drummond's campion"
"SIDRD","Silene drummondii Hook. var. drummondii","Drummond's campion"
"SIGL2","Sidalcea glaucescens Greene","waxy checkermallow"
"SIHA2","Sisyrinchium halophilum Greene","Nevada blue-eyed grass"
"SIID","Sisyrinchium idahoense E.P. Bicknell","Idaho blue-eyed grass"
"SIIDO","Sisyrinchium idahoense E.P. Bicknell var. occidentale (E.P. Bicknell) Douglass M. Hend.","Idaho blue-eyed grass"
"SIIDS","Sisyrinchium idahoense E.P. Bicknell var. segetum (E.P. Bicknell) Douglass M. Hend.","Idaho blue-eyed grass"
"SIIR","Sisymbrium irio L.","London rocket"
"SILA21","Silene latifolia Poir.","bladder campion"
"SILAA3","Silene latifolia Poir. ssp. alba (Mill.) Greuter & Burdet","white campion"
"SILEN","Silene L.","campion"
"SILO3","Sisymbrium loeselii L.","tall hedgemustard"
"SILYB","Silybum Adans.","milk thistle"
"SIMA3","Silybum marianum (L.) Gaertn.","milk thistle"
"SIME","Silene menziesii Hook.","Menzies' campion"
"SIMED","Silene menziesii Hook. ssp. dorrii (Kellogg) C.L. Hitchc. & Maguire","Dorr's campion"
"SIMEM","Silene menziesii Hook. ssp. menziesii","Menzies' campion"
"SIMEM2","Silene menziesii Hook. ssp. menziesii var. menziesii","Menzies' campion"
"SIMEV2","Silene menziesii Hook. ssp. menziesii var. viscosa (Greene) C.L. Hitchc. & Maguire","Menzies' campion"
"SINA2","Silene nachlingerae Tiehm","Nachlinger's campion"
"SINAP","Sinapis L.","sinapis"
"SINE3","Sidalcea neomexicana A. Gray","New Mexico checkermallow"
"SINEC2","Sidalcea neomexicana A. Gray ssp. crenulata (A. Nelson) C.L. Hitchc.","New Mexico checkermallow"
"SINU","Silene nuda (S. Watson) C.L. Hitchc. & Maguire","barestem campion"
"SINUI2","Silene nuda (S. Watson) C.L. Hitchc. & Maguire ssp. insectivora (L.F. Hend.) C.L. Hitchc. & Maguire","insecteating campion"
"SINUN","Silene nuda (S. Watson) C.L. Hitchc. & Maguire ssp. nuda","western fringed campion"
"SIOF","Sisymbrium officinale (L.) Scop.","hairypod hedgemustard"
"SIOR","Sidalcea oregana (Nutt. ex Torr. & A. Gray) A. Gray","Oregon checkermallow"
"SIOR3","Silene oregana S. Watson","Oregon campion"
"SIOR4","Sisymbrium orientale L.","oriental hedgemustard"
"SIORM2","Sidalcea oregana (Nutt. ex Torr. & A. Gray) A. Gray ssp. oregana var. maxima (M. Peck) C.L. Hitchc.","Oregon checkermallow"
"SIORN2","Sidalcea oregana (Nutt. ex Torr. & A. Gray) A. Gray ssp. oregana var. nevadensis C.L. Hitchc.","Nevada checkermallow"
"SIORO","Sidalcea oregana (Nutt. ex Torr. & A. Gray) A. Gray ssp. oregana","Oregon checkermallow"
"SIORO2","Sidalcea oregana (Nutt. ex Torr. & A. Gray) A. Gray ssp. oregana var. oregana","Oregon checkermallow"
"SIORP2","Sidalcea oregana (Nutt. ex Torr. & A. Gray) A. Gray ssp. oregana var. procera C.L. Hitchc.","Oregon checkermallow"
"SIORS","Sidalcea oregana (Nutt. ex Torr. & A. Gray) A. Gray ssp. spicata (Regel) C.L. Hitchc.","Oregon checkermallow"
"SIPR","Sibbaldia procumbens L.","creeping sibbaldia"
"SIRE3","Silene repens Patrin ex Pers.","pink campion"
"SIREA","Silene repens Patrin ex Pers. ssp. australis C.L. Hitchc. & Maguire","pink campion"
"SISA","Silene sargentii S. Watson","sargent campion"
"SISC","Silene scaposa B.L. Rob.","stem campion"
"SISCL","Silene scaposa B.L. Rob. var. lobata C.L. Hitchc. & Maguire","lostriver campion"
"SISU2","Sium suave Walter","hemlock waterparsnip"
"SISYM","Sisymbrium L.","HEDGEMUSTARD"
"SISYR","Sisyrinchium L.","blue-eyed grass"
"SIUM","Sium L.","waterparsnip"
"SIUR","Silene uralensis (Rupr.) Bocquet","mountain campion"
"SIVE","Silene verecunda S. Watson","Delores' campion"
"SIVEA","Silene verecunda S. Watson ssp. andersonii (Clokey) C.L. Hitchc. & Maguire","Anderson's campion"
"SMCA","Smelowskia calycina (Stephan ex Willd.) C.A. Mey.","alpine smelowskia"
"SMCAA","Smelowskia calycina (Stephan ex Willd.) C.A. Mey. var. americana (Regel & Herder) Drury & Rollins","American false candytuft"
"SMELO","Smelowskia C.A. Mey.","smelowskia"
"SMHO","Smelowskia holmgrenii Rollins","Holmgren's smelowskia"
"SOAM","Solanum americanum Mill.","smallflower nightshade"
"SOAM3","Sorbus americana Marshall","American mountain ash"
"SOAR2","Sonchus arvensis L.","field sowthistle"
"SOARA2","Sonchus arvensis L. ssp. arvensis","field sowthistle"
"SOAS","Sonchus asper (L.) Hill","PRICKLY SOWTHISTLE"
"SOBI2","Sorghum bicolor (L.) Moench","Sorghum"
"SOBIB","Sorghum bicolor (L.) Moench ssp. bicolor","broomcorn"
"SOCA3","Solanum carolinense L.","Carolina horsenettle"
"SOCA5","Solidago californica Nutt.","California goldenrod"
"SOCA6","Solidago canadensis L.","Canada goldenrod"
"SOCA8","Sorbus californica Greene","California mountain ash"
"SOCAS","Solidago canadensis L. var. salebrosa (Piper) M.E. Jones","salebrosa goldenrod"
"SODU","Solanum dulcamara L.","climbing nightshade"
"SODUD","Solanum dulcamara L. var. dulcamara","climbing nightshade"
"SOEL","Solanum elaeagnifolium Cav.","white nightshade"
"SOGI","Solidago gigantea Aiton","GIANT GOLDENROD"
"SOHA","Sorghum halepense (L.) Pers.","JOHNSONGRASS"
"SOLAN","Solanum L.","nightshade"
"SOLID","Solidago L.","goldenrod"
"SOLYL","Solanum lycopersicum L. var. lycopersicum","common tomato"
"SOMI2","Solidago missouriensis Nutt.","MISSOURI GOLDENROD"
"SOMIM","Solidago missouriensis Nutt. var. missouriensis","MISSOURI GOLDENROD"
"SOMU","Solidago multiradiata Aiton","mountain goldenrod"
"SOMUS","Solidago multiradiata Aiton var. scopulorum A. Gray","manyray goldenrod"
"SONA","Solidago nana Nutt.","GRAY GOLDENROD"
"SONCH","Sonchus L.","sowthistle"
"SONI","Solanum nigrum L.","BLACK NIGHTSHADE"
"SOOL","Sonchus oleraceus L.","COMMON SOWTHISTLE"
"SOPH","Solanum physalifolium Rusby","hoe nightshade"
"SORBU","Sorbus L.","mountainash"
"SORGH2","Sorghum Moench","Sorghum"
"SORO","Solanum rostratum Dunal","BUFFALOBUR"
"SOSC2","Sorbus scopulina Greene","Greene's mountain ash"
"SOSCS","Sorbus scopulina Greene var. scopulina","Cascade mountain ash"
"SOSI2","Sorbus sitchensis M. Roem.","western mountain ash"
"SOSI3","Solidago simplex Kunth","Mt. Albert goldenrod"
"SOSIN","Solidago simplex Kunth ssp. simplex var. nana (A. Gray) Ringius","dwarf goldenrod"
"SOSIS","Solidago simplex Kunth ssp. simplex","Mt. Albert goldenrod"
"SOSIS2","Sorbus sitchensis M. Roem. var. sitchensis","Sitka mountain ash"
"SOSIS3","Solidago simplex Kunth ssp. simplex var. simplex","Mt. Albert goldenrod"
"SOSIS4","Solidago simplex Kunth ssp. simplex var. spathulata (DC.) Cronquist","dune goldenrod"
"SOSP3","Solidago spectabilis (D.C. Eaton) A. Gray","Nevada goldenrod"
"SOSPC","Solidago spectabilis (D.C. Eaton) A. Gray var. confinis (A. Gray) Cronquist","southern goldenrod"
"SOTR","Solanum triflorum Nutt.","CUTLEAF NIGHTSHADE"
"SOVE6","Solidago velutina DC.","threenerve goldenrod"
"SOXA","Solanum xanti A. Gray","chaparral nightshade"
"SOXAM","Solanum xanti A. Gray var. montanum Munz","chaparral nightshade"
"SPAI","Sporobolus airoides (Torr.) Torr.","ALKALI SACATON"
"SPAM2","Sphaeralcea ambigua A. Gray","desert globemallow"
"SPAMA","Sphaeralcea ambigua A. Gray ssp. ambigua","apricot globemallow"
"SPAMM","Sphaeralcea ambigua A. Gray ssp. monticola Kearney","desert globemallow"
"SPAN2","Sparganium angustifolium Michx.","narrowleaf burreed"
"SPAN3","Sphaeralcea angustifolia (Cav.) G. Don","narrowleaf desertmallow"
"SPAR","Spergula arvensis L.","CORN SPURRY"
"SPAR2","Sphaeromeria argentea Nutt.","silver chickensage"
"SPARG","Sparganium L.","BURREED"
"SPART","Spartina Schreb.","cordgrass"
"SPAT","Spergularia atrosperma R.P. Rossb.","black sandspurry"
"SPCA4","Sphaeralcea caespitosa M.E. Jones","Jone's globemallow"
"SPCA5","Sphenosciadium capitellatum A. Gray","button parsley"
"SPCA7","Sphaeromeria cana (D.C. Eaton) A. Heller","gray tansey"
"SPCO","Sphaeralcea coccinea (Nutt.) Rydb.","SCARLET GLOBEMALLOW"
"SPCO4","Sporobolus contractus Hitchc.","SPIKE DROPSEED"
"SPCO8","Sphaeromeria compacta (H.M. Hall) A.H. Holmgren, L.M. Shultz & Lowrey","Charleston tansy"
"SPCOE","Sphaeralcea coccinea (Nutt.) Rydb. ssp. elata (Baker f.) Kearney","SCARLET GLOBEMALLOW"
"SPCR","Sporobolus cryptandrus (Torr.) A. Gray","SAND DROPSEED"
"SPDI5","Sphaeromeria diversifolia (D.C. Eaton) Rydb.","separateleaf chickensage"
"SPDI6","Spiranthes diluvialis Sheviak","Ute lady's tresses"
"SPEM","Sphaeralcea emoryi Torr. ex A. Gray","Emory's desertmallow"
"SPERG2","Spergularia (Pers.) J. Presl & C. Presl","sandspurry"
"SPEU","Sparganium eurycarpum Engelm.","broadfruit burreed"
"SPFL2","Sporobolus flexuosus (Thurb. ex Vasey) Rydb.","mesa dropseed"
"SPGI","Sporobolus giganteus Nash","GIANT DROPSEED"
"SPGR","Spartina gracilis Trin.","ALKALI CORDGRASS"
"SPGR2","Sphaeralcea grossulariifolia (Hook. & Arn.) Rydb.","gooseberryleaf globemallow"
"SPGRG","Sphaeralcea grossulariifolia (Hook. & Arn.) Rydb. ssp. grossulariifolia","gooseberryleaf globemallow"
"SPGRP2","Sphaeralcea grossulariifolia (Hook. & Arn.) Rydb. ssp. pedata (Torr. ex A. Gray) Kearney","gooseberryleaf globemallow"
"SPHAE","Sphaeralcea A. St.-Hil.","GLOBEMALLOW"
"SPHAE2","Sphaerophysa DC.","sphaerophysa"
"SPHAE3","Sphaeromeria Nutt.","sphaeromeria"
"SPHEN","Sphenopholis Scribn.","wedgegrass"
"SPHEN2","Sphenosciadium A. Gray","sphenosciadium"
"SPIN2","Sphaeralcea incana Torr. ex A. Gray","gray globemallow"
"SPIN3","Sphenopholis intermedia (Rydb.) Rydb.","slender wedgegrass"
"SPIN7","Spiranthes infernalis Sheviak","Ash Meadows lady's tresses"
"SPIRA","Spiraea L.","spirea"
"SPIRA2","Spiranthes Rich.","ladiestresses"
"SPIRO","Spirodela Schleid.","duckweed"
"SPMU2","Sphaeralcea munroana (Douglas) Spach","Munro's globemallow"
"SPMUM","Sphaeralcea munroana (Douglas) Spach ssp. munroana","Munro's globemallow"
"SPNE","Sporobolus nealleyi Vasey","gyp dropseed"
"SPNE2","Sporobolus neglectus Nash","puffsheath dropseed"
"SPOB","Sphenopholis obtusata (Michx.) Scribn.","PRAIRIE WEDGEGRASS"
"SPORO","Sporobolus R. Br.","dropseed"
"SPPA2","Sphaeralcea parvifolia A. Nelson","smallflower globemallow"
"SPPO","Spirodela polyrrhiza (L.) Schleid.","common duckweed"
"SPPO","Spirodela polyrrhiza (L.) Schleid.","water flaxseed"
"SPPO7","Spiranthes porrifolia Lindl.","western lady's tresses"
"SPRO","Spiranthes romanzoffiana Cham.","hooded lady's tresses"
"SPRU","Spergularia rubra (L.) J. Presl & C. Presl","purple sandspurry"
"SPSA3","Sphaerophysa salsula (Pall.) DC.","Austrian peaweed"
"SPSA5","Spergularia salina J. Presl & C. Presl","salt sandspurry"
"SPSA5","Spergularia salina J. Presl & C. Presl","saltmarsh sandspurry"
"SPSP2","Spiraea splendens Baumann ex K. Koch","rose meadowsweet"
"SPSPS","Spiraea splendens Baumann ex K. Koch var. splendens","Sierra spirea"
"SPWR2","Sporobolus wrightii Munro ex Scribn.","giant sacaton"
"STAC","Stenotus acaulis (Nutt.) Nutt.","stemless goldenbush"
"STAC","Stenotus acaulis (Nutt.) Nutt.","stemless goldenweed"
"STAC","Stenotus acaulis (Nutt.) Nutt.","stemless goldenweed"
"STAC","Stenotus acaulis (Nutt.) Nutt.","stemless mock goldenweed"
"STACH","Stachys L.","hedgenettle"
"STAL","Stachys albens A. Gray","white hedgenettle"
"STANL","Stanleya Nutt.","prince'splume"
"STARA","Stenotus armerioides Nutt. var. armerioides","dwarf goldenbush"
"STBO3","Stellaria borealis Bigelow","boreal starwort"
"STBOB","Stellaria borealis Bigelow ssp. borealis","boreal starwort"
"STCA","Stellaria calycantha (Ledeb.) Bong.","northern starwort"
"STCO6","Streptanthus cordatus Nutt.","heartleaf twistflower"
"STCOC","Streptanthus cordatus Nutt. var. cordatus","heartleaf twistflower"
"STCR","Stellaria crassifolia Ehrh.","fleshy starwort"
"STCR2","Stellaria crispa Cham. & Schltdl.","crisp starwort"
"STCRC","Stellaria crassifolia Ehrh. var. crassifolia","fleshy starwort"
"STDI2","Streptanthus diversifolius S. Watson","variedleaf twistflower"
"STEL","Stanleya elata M.E. Jones","tall prince'splume"
"STELL","Stellaria L.","starwort"
"STENO5","Stenogonum Nutt.","stenogonum"
"STENO7","Stenotus Nutt.","stenotus"
"STEPH","Stephanomeria Nutt.","wirelettuce"
"STEX","Stephanomeria exigua Nutt.","small wirelettuce"
"STEXC3","Stephanomeria exigua Nutt. ssp. coronaria (Greene) Gottlieb","whiteplume wirelettuce"
"STEXE","Stephanomeria exigua Nutt. ssp. exigua","small wirelettuce"
"STFIA2","Stuckenia filiformis (Pers.) Börner ssp. alpina (Blytt) Haynes, D.H. Les & M. Kral","fineleaf pondweed"
"STFIF","Stuckenia filiformis (Pers.) Börner ssp. filiformis","fineleaf pondweed"
"STGR","Stellaria graminea L.","lesser starwort"
"STILL","Stillingia Garden ex L.","stillingia"
"STIN4","Stylocline intertexta Morefield","stylocline"
"STIPA","Stipa L.","needlegrass"
"STLA","Stephanomeria lactucina A. Gray","creeping wirelettuce"
"STLA7","Stenotus lanuginosus (A. Gray) Greene","wooly goldenweed"
"STLA7","Stenotus lanuginosus (A. Gray) Greene","wooly goldenweed"
"STLA7","Stenotus lanuginosus (A. Gray) Greene","Anderson's goldenweed"
"STLA7","Stenotus lanuginosus (A. Gray) Greene","woolly mock goldenweed"
"STLI3","Stillingia linearifolia S. Watson","narrowleaf stillingia"
"STLO","Stellaria longifolia Muhl. ex Willd.","longleaf starwort"
"STLO2","Stellaria longipes Goldie","longstalk starwort"
"STLO4","Streptanthella longirostris (S. Watson) Rydb.","longbeak streptanthella"
"STLOL","Stellaria longifolia Muhl. ex Willd. var. longifolia","longleaf starwort"
"STME2","Stellaria media (L.) Vill.","nodding chickweed"
"STMEM","Stellaria media (L.) Vill. ssp. media","Common chickweed"
"STMI2","Stylocline micropoides A. Gray","woolly neststraw"
"STMIM","Stephanomeria minor (Hook.) Nutt. var. minor","slender wirelettuce"
"STMIM2","Stephanomeria minor (Hook.) Nutt. var. myrioclada (D.C. Eaton) Kartesz","narrowleaf wirelettuce"
"STOL","Streptanthus oliganthus Rollins","Masonic Mountain twistflower"
"STPA","Stachys palustris L.","marsh hedgenettle"
"STPA3","Stephanomeria parryi A. Gray","Parry's wirelettuce"
"STPA4","Stephanomeria pauciflora (Torr.) A. Nelson","gray wirelettuce"
"STPA4","Stephanomeria pauciflora (Torr.) A. Nelson","fewflower wirelettuce"
"STPA4","Stephanomeria pauciflora (Torr.) A. Nelson","skeleton wirelettuce"
"STPA5","Stillingia paucidentata S. Watson","Mojave stillingia"
"STPE15","Stuckenia pectinata (L.) Börner","SAGO PONDWEED"
"STPI","Stanleya pinnata (Pursh) Britton","desert prince'splume"
"STPII2","Stanleya pinnata (Pursh) Britton var. inyoensis (Munz & Roos) Reveal","Inyo princesplume"
"STPIP","Stanleya pinnata (Pursh) Britton var. pinnata","pinnate princesplume"
"STPIP5","Stachys pilosa Nutt. var. pilosa","rigid hedgenettle"
"STPS","Stylocline psilocarphoides M. Peck","baretwig neststraw"
"STREP","Streptanthella Rydb.","streptanthella"
"STREP2","Streptanthus Nutt.","TWISTFLOWER"
"STREP3","Streptopus Michx.","twistedstalk"
"STRI","Stachys rigida Nutt. ex Benth.","rigid hedgenettle"
"STROG","Stroganowia Kar. & Kir.","stroganowia"
"STSA3","Stenogonum salsuginosum Nutt.","salty eriogonum"
"STSP","Stillingia spinulosa Torr.","annual stillingia"
"STTI2","Stroganowia tiehmii Rollins","Tiehm's stroganowia"
"STTO3","Streptanthus tortuosus Kellogg","mountain twistflower"
"STTOO","Streptanthus tortuosus Kellogg var. orbiculatus (Greene) H.M. Hall","shieldplant"
"STUM","Stellaria umbellata Turcz. ex Kar. & Kir.","umbellate chickweed"
"STVI","Stanleya viridiflora Nutt.","perennial prince'splume"
"STVI2","Stephanomeria virgata Benth.","tall wirelettuce"
"STVIP","Stephanomeria virgata Benth. ssp. pleurocarpa (Greene) Gottlieb","wand wirelettuce"
"STYLO","Stylocline Nutt.","neststraw"
"SUAED","Suaeda Forssk. ex J.F. Gmel.","seepweed"
"SUAQ","Subularia aquatica L.","American awlwort"
"SUAQA2","Subularia aquatica L. var. americana (G. Mulligan & Calder) B. Boivin","American awlwort"
"SUBUL","Subularia L.","awlwort"
"SUCA2","Suaeda calceoliformis (Hook.) Moq.","western seepweed"
"SUMO","Suaeda moquinii (Torr.) Greene","Torrey's seepweed"
"SUMO","Suaeda moquinii (Torr.) Greene","alkali seepweed"
"SUMO","Suaeda moquinii (Torr.) Greene","black seepweed"
"SWERT","Swertia L.","swertia"
"SWPE","Swertia perennis L.","felwort"
"SYAC","Symphoricarpos acutus (A. Gray) Dieck","trailing snowberry"
"SYAL","Symphoricarpos albus (L.) S.F. Blake","common snowberry"
"SYAS3","Symphyotrichum ascendens (Lindl.) G.L. Nesom","Chile aster"
"SYCAB","Symphyotrichum campestre (Nutt.) G.L. Nesom var. bloomeri (A. Gray) G.L. Nesom","Bloomer's aster"
"SYCAC","Symphyotrichum campestre (Nutt.) G.L. Nesom var. campestre","meadow aster"
"SYCI2","Symphyotrichum ciliatum (Ledeb.) G.L. Nesom","rayless alkali daisy"
"SYCI2","Symphyotrichum ciliatum (Ledeb.) G.L. Nesom","rayless alkali aster"
"SYDI2","Symphyotrichum divaricatum (Nutt.) G.L. Nesom","annual saltmarsh aster"
"SYEA2","Symphyotrichum eatonii (A. Gray) G.L. Nesom","Eaton's aster"
"SYFOA","Symphyotrichum foliaceum (Lindl. ex DC.) G.L. Nesom var. apricum (A. Gray) G.L. Nesom","leafybract aster"
"SYFOC","Symphyotrichum foliaceum (Lindl. ex DC.) G.L. Nesom var. canbyi (A. Gray) G.L. Nesom","Canby's aster"
"SYFOF","Symphyotrichum foliaceum (Lindl. ex DC.) G.L. Nesom var. foliaceum","leafy aster"
"SYFOP","Symphyotrichum foliaceum (Lindl. ex DC.) G.L. Nesom var. parryi (D.C. Eaton) G.L. Nesom","Parry's aster"
"SYFR","Syntrichopappus fremontii A. Gray","Fremont's gold"
"SYFR2","Symphyotrichum frondosum (Nutt.) G.L. Nesom","shortray alkali brachyactis"
"SYLAG","Symphyotrichum laeve (L.) Á. Löve & D. Löve var. geyeri (A. Gray) G.L. Nesom","Geyer's smooth aster"
"SYLAH6","Symphyotrichum lanceolatum (Willd.) G.L. Nesom ssp. hesperium (A. Gray) G.L. Nesom var. hesperium","Siskiyou aster"
"SYLAL3","Symphyotrichum laeve (L.) Á. Löve & D. Löve var. laeve","smooth aster"
